"SpeciesAuthor","MatrixPopulation","Lat","Lon"
"Calochortus_tiburonensis","Tiburon Penninsula",37.4338333333333,-122.084333333333
"Carduus_nutans","Pop 1; Pop 2; Pop 3",44,3.15
"Carduus_nutans","Pop 1",44,3.15
"Carduus_nutans","Pop 2",44,3.15
"Carduus_nutans","Pop 3",44,3.15
"Carduus_nutans_2","Argyll",-39.9,176.566666666667
"Carduus_nutans_2","Midland",-40.25,175.716666666667
"Carduus_nutans_3","Kybeyan",-36.3666666666667,149.4
"Carduus_nutans_3","Midland",-40.25,175.716666666667
"Carex_aquatilis_subsp._stans","Short-term model (1yr) - ungrazed",78.8833333333333,-75.9166666666667
"Carex_aquatilis_subsp._stans","Short-term model (1yr) - grazed",79.15,-80.1666666666667
"Carex_aquatilis_subsp._stans","Retrospective model (10-18yr) - ungrazed",78.8833333333333,-75.9166666666667
"Carex_aquatilis_subsp._stans","Retrospective model (10-18yr) - grazed",79.15,-80.1666666666667
"Carex_bigelowii","Mt. Slattajakka",68.3508333333333,18.7008333333333
"Carex_humilis","Periphery; Interior",48.0841666666667,16.9175
"Carex_humilis","Periphery",48.0841666666667,16.9175
"Carex_humilis","Interior",48.0841666666667,16.9175
"Carex_membranacea","Short-term model (1yr) - ungrazed",78.8833333333333,-75.9166666666667
"Carex_membranacea","Short-term model (1yr) - grazed",79.15,-80.1666666666667
"Carex_membranacea","Retrospective model (10-18yr) - ungrazed",78.8833333333333,-75.9166666666667
"Carex_membranacea","Retrospective model (10-18yr) - grazed",79.15,-80.1666666666667
"Carlina_vulgaris","Pop 1 (Langmaren)",58.8333333333333,17.4
"Carlina_vulgaris","Pop 2 (Langmaren)",58.8333333333333,17.4
"Carlina_vulgaris","Pop 3 (Langmaren)",58.8333333333333,17.4
"Carlina_vulgaris","Pop 4 (Langmaren)",58.8333333333333,17.4
"Carlina_vulgaris","Pop 5 (Langmaren)",58.8333333333333,17.4
"Carlina_vulgaris","Pop 6 (Langmaren)",58.8333333333333,17.4
"Carlina_vulgaris","Pop 7 (Nyckelby)",58.8333333333333,17.3833333333333
"Carlina_vulgaris","Pop 8 (Nyckelby)",58.8333333333333,17.3833333333333
"Carlina_vulgaris_2","b",58.8336111111111,17.4003611111111
"Carlina_vulgaris_2","e",51.2166666666667,9.76672222222222
"Carlina_vulgaris_2","g",50.2844444444444,14.5344444444444
"Carlina_vulgaris_2","h",50.3335833333333,15.3175833333333
"Carlina_vulgaris_2","a",58.8336111111111,17.4003611111111
"Carlina_vulgaris_2","c",51.2169166666667,9.91788888888889
"Carlina_vulgaris_2","d",51.2343055555556,9.85033333333333
"Carlina_vulgaris_2","f",51.267,9.91666666666667
"Carum_carvi","Population A",65.3509166666667,15.7335833333333
"Carum_carvi","Population B",65.3338888888889,15.7014166666667
"Carum_carvi","Population C",65.3014722222222,14.8173055555556
"Centaurea_horrida","Alghero",40.6,8.13333333333333
"Centaurea_horrida","Asinara",41,8.2
"Centaurea_horrida","Stintino",40.9333333333333,8.18333333333333
"Centaurea_jacea","Bennekomse Meent (B)",52,5.6
"Centaurea_jacea","Konijnendijk (N)",52.0333333333333,6.43333333333333
"Centaurea_maculosa","Control",42.3166666666667,85.3333333333333
"Centaurea_maculosa","Annual Spring",42.3166666666667,85.3333333333333
"Centaurea_maculosa","Annual Summer",42.3166666666667,85.3333333333333
"Centaurea_maculosa","Annual Autumn",42.3166666666667,85.3333333333333
"Centaurea_maculosa","Alternate Spring",42.3166666666667,85.3333333333333
"Centaurea_maculosa","Alternate Summer",42.3166666666667,85.3333333333333
"Centaurea_maculosa","Alternate Autumn",42.3166666666667,85.3333333333333
"Chamaecrista_keyensis","Orchid; Iris; Poisonwood; Dogwood-1; Dogwood-2",24.6666666666667,-81.35
"Chamaecrista_keyensis","Orchid",24.6666666666667,-81.35
"Chamaecrista_keyensis","Iris",24.6666666666667,-81.35
"Chamaecrista_keyensis","Poisonwood",24.6666666666667,-81.35
"Chamaecrista_keyensis","Dogwood-1",24.6666666666667,-81.35
"Chamaecrista_keyensis","Dogwood-2",24.6666666666667,-81.35
"Chamaecrista_keyensis","Orchid; Iris; Poisonwood; Dogwood-1",24.6666666666667,-81.35
"Chamaecrista_keyensis","Orchid; Iris; Poisonwood",24.6666666666667,-81.35
"Chamaelirium_luteum","Natural area Site",36,-78.9666666666667
"Chamaelirium_luteum","Seawell Site",35.9166666666667,-79.0666666666667
"Chamaelirium_luteum","Silver Hill",35.4,-80.2
"Cheirolophus_metlesicsii","Barranco de Anavingo",28.3833333333333,-16.4166666666667
"Cimicifuga_rubifolia","Bull Blulff",36.1166666666667,-84.0166666666667
"Cimicifuga_rubifolia","Grassy Creek",35.6333333333333,-84.7833333333333
"Cirsium_acaule","Ceske´ stredohorı Mountain",50.5505277777778,13.9168055555556
"Cirsium_acaule_2","Ceske´ stredohorı Mountain",50.5505277777778,13.9168055555556
"Cirsium_dissectum","Nijkampse heide (M1)",52.0333333333333,6.55
"Cirsium_dissectum","Bennekomse Meent (M3)",52,5.6
"Cirsium_dissectum","Konijnendijk (M4)",52.0333333333333,6.43333333333333
"Cirsium_dissectum","Veerslootlanden (M5)",52.6,6.13333333333333
"Cirsium_palustre","Näsudden",58.95,17.6
"Cirsium_palustre","Haggnäsviken",58.95,17.5833333333333
"Cirsium_pannonicum","Ceske´ stredohorı Mountain",50.5505277777778,13.9168055555556
"Cirsium_perplexans","Cimarron State Wildlife Area",38.318,-107.533694444444
"Cirsium_perplexans_2","Cimarron State Wildlife Area",38.318,-107.533694444444
"Cirsium_pitcheri","Sleeping Bear Dunes national Lakeshore, Michigan(2); Peterson Beach, Michigan(2)",45.0833333333333,-86
"Cirsium_pitcheri_2","Illinois Beach State Park",42.4166666666667,-87.8
"Cirsium_pitcheri_3","Indiana Dunes West Beach",41.6166666666667,-87.2
"Cirsium_pitcheri_4","CiPi 1",41.6166666666667,-87.2
"Cirsium_pitcheri_4","CiPi 2",41.6666666666667,-87
"Cirsium_pitcheri_4","CiPi 3",41.6166666666667,-87.25
"Cirsium_pitcheri_5","CiPi 4",42.4166666666667,-87.8
"Cirsium_pitcheri_6","Illinois Beach State Park",42.4166666666667,-87.8
"Cirsium_pitcheri_8","Wilderness State Park",45.717,-84.934
"Cirsium_undulatum","Hays",38.1333333333333,-99.05
"Cirsium_vulgare","Little Wittenham 1; Little Wittenham 2",51.6178055555556,-1.16805555555556
"Cirsium_vulgare","Little Wittenham 1",51.6178055555556,-1.16805555555556
"Cirsium_vulgare","Little Wittenham 2",51.6178055555556,-1.16805555555556
"Cirsium_vulgare","Little Wittenham",51.6178055555556,-1.16805555555556
"Cirsium_vulgare_3","Ginninderra experiment station, Canberra",-35.1846666666667,149.083833333333
"Cleistes_divaricata_var._bifaria","Morningside Nature Center",29.65,-82.2833333333333
"Cleistes_divaricata_var._bifaria","Big Island",29.65,-82.2833333333333
"Cleistes_divaricata_var._bifaria","Beavers Meadow",39.2679166666667,-79.9182777777778
"Cleistes_divaricata_var._divaricata","Big Island",34.0833333333333,-78.3
"Clintonia_borealis","Lewiston (LE); New Gloucester (NG); Lisbon (LI)",44.0333333333333,-70.5
"Corallorhiza_trifida","Ordesa",42.6333333333333,0.0833333333333333
"Cryptantha_flava","Redfleet State Park",40.5,-109.3675
"Cucurbita_pepo","Onward, MS",32.7166666666667,-90.9333333333333
"Cucurbita_pepo","Eagle, MS",33.1333333333333,-90.35
"Cucurbita_pepo","Vaiden, MS",33.3166666666667,-89.7333333333333
"Cynoglossum_officinale","Holkham",52.9509444444444,0.8015
"Cynoglossum_virginianum","Maryland",38.8508333333333,-76.5341666666667
"Cypripedium_calceolus","Zabudnik; Pogorzaly; Oparzelisko",53.2666666666667,22.65
"Cypripedium_calceolus","Zabudnik",53.2666666666667,22.65
"Cypripedium_calceolus","Pogorzaly",53.2666666666667,22.65
"Cypripedium_calceolus","Oparzelisko",53.2666666666667,22.65
"Cypripedium_calceolus_2","Sallent",42.7669722222222,0.350777777777778
"Cypripedium_calceolus_3","Pineta",42.6509444444444,0.117027777777778
"Cypripedium_fasciculatum","Region 3",42.3333333333333,-123.516666666667
"Cypripedium_fasciculatum","Region 4",42.25,-123.166666666667
"Cypripedium_fasciculatum","Region 5",42.3333333333333,-122.45
"Cypripedium_lentiginosum","Yunnan",23.1166666666667,104.633333333333
"Dactylorhiza_lapponica","Solendet",62.6666666666667,11.8333333333333
"Dactylorhiza_lapponica","Tagdalen",63.05,9.08333333333333
"Dactylorhiza_lapponica_3","Solendet",62.6666666666667,11.8333333333333
"Dactylorhiza_lapponica_3","Tagdalen",63.05,9.08333333333333
"Danthonia_sericea","A",36,-78.9333333333333
"Danthonia_sericea","B",36,-78.9333333333333
"Danthonia_sericea","C",36,-78.9333333333333
"Danthonia_sericea","D",36,-78.9333333333333
"Danthonia_sericea","E",36,-78.9333333333333
"Daucus_carota","Oak-hickory scrub 3",50.8179444444444,5.83425
"Dicentra_canadensis","Bohannan",40.3501388888889,-82.9176388888889
"Dicentra_canadensis","Sharon Woods",40.117,-82.9666944444444
"Dicentra_canadensis","Mathias Grove",39.5836111111111,-82.5346388888889
"Dicerandra_frutescens","Fireline Edge 1 (Pop 0)",27.1506111111111,-81.35075
"Dicerandra_frutescens","Fireline Edge 2 (Pop 11)",27.1507777777778,-81.3506666666667
"Dicerandra_frutescens","Sand pine scrub 1 (Pop 2)",27.1507777777778,-81.3506666666667
"Dicerandra_frutescens","Sand pine scrub 2 (Pop 4)",27.1507777777778,-81.3506666666667
"Dicerandra_frutescens","Oak-hickory scrub 1 (Pop 10)",27.1509444444444,-81.3506111111111
"Dicerandra_frutescens","Oak-hickory scrub 3 (Pop 19)",27.1507777777778,-81.3506666666667
"Dicerandra_frutescens","Yard Edge (Pop 24)",27.1507777777778,-81.3506666666667
"Dicerandra_frutescens","Oak-hickory scrub 2 (Pop 12)",27.1509444444444,-81.3506111111111
"Digitalis_purpurea","Limburg",51.4166666666667,6.05
"Digitalis_purpurea_2","Ulvik",60.5666666666667,6.91666666666667
"Digitaria_eriantha","Utah-Heavily grazed",-24.7166666666667,31.4166666666667
"Digitaria_eriantha","Utah-Lightly grazed",-24.7166666666667,31.4166666666667
"Dipsacus_sylvestris_2","A",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","B",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","C",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","D",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","J",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","K",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","L",42.4,-85.3833333333333
"Dipsacus_sylvestris_2","M",42.4,-85.3833333333333
"Dipsacus_sylvestris_3","No name",42.4,-85.3833333333333
"Disporum_sessile","Yatsuo, Toyama",36.2011388888889,138.250277777778
"Disporum_sessile_2","Yatsuo, Toyama",36.2011388888889,138.250277777778
"Disporum_smilacinum","Yatsuo, Toyama",36.2011388888889,138.250277777778
"Disporum_smilacinum_2","Yatsuo, Toyama",36.2011388888889,138.250277777778
"Dorycnium_spectabile","Barranco del Agua",38.1166666666667,-1.9
"Dorycnium_spectabile","Barranco de los Cochinos",28.3166666666667,-16.8166666666667
"Dracocephalum_austriacum_2","Cisarska rokle (C1)",49.9333333333333,14.1333333333333
"Dracocephalum_austriacum_2","Haknovec (C2)",49.9333333333333,14.1833333333333
"Dracocephalum_austriacum_2","Kodska stena (C3)",49.9333333333333,14.1333333333333
"Dracocephalum_austriacum_2","Zadielsky kamen (S1)",48.6166666666667,20.8333333333333
"Dracocephalum_austriacum_2","Domicke skrapy (S2)",48.5,20.4333333333333
"Dracocephalum_austriacum_2","Zelezne vrata (S3)",48.6166666666667,20.3833333333333
"Echinacea_angustifolia","Hays",38.1333333333333,-99.05
"Echinacea_angustifolia_2","Natoma",39.5666666666667,-99.5
"Echinacea_angustifolia_2","Woodston",39.0833333333333,-99
"Echinospartum_algibicum","Ronda",36.7333333333333,-5.15
"Epilobium_latifolium","Root and Kennicott Glaciers",61.6,-142.95
"Epipactis_atrorubens","Northern Finland",66.3666666666667,29.3166666666667
"Erigeron_kachinensis","Natural Bridges National Monument",37.6,-110.016666666667
"Eriogonum_longifolium_var._gnaphalifolium_2","Unburned",27.1833333333333,-81.35
"Eriogonum_longifolium_var._gnaphalifolium_2","Burned",27.1833333333333,-81.35
"Eriogonum_longifolium_var._gnaphalifolium_2","After burn",27.1833333333333,-81.35
"Eriophorum_angustifolium_subsp._triste","Short-term model (1yr) - ungrazed",78.8833333333333,-75.9166666666667
"Eriophorum_angustifolium_subsp._triste","Retrospective model (10-18yr) - ungrazed",78.8833333333333,-75.9166666666667
"Erodium_paularense","Pinilla del Valle I",40.9166666666667,-3.81666666666667
"Erodium_paularense","Cañamares I",40.45,-2.23333333333333
"Eryngium_alpinum","DES",45.4166666666667,6.55
"Eryngium_alpinum","BER",45.4166666666667,6.55
"Eryngium_alpinum","BOU",45.4166666666667,6.55
"Eryngium_alpinum","PRA",45.3666666666667,6.71666666666667
"Eryngium_alpinum","PRB",45.3666666666667,6.71666666666667
"Eryngium_alpinum","PRC",45.3666666666667,6.71666666666667
"Eryngium_alpinum","PRC",45.4166666666667,6.55
"Eryngium_alpinum","PRD",45.4166666666667,6.55
"Eryngium_cuneifolium","16",27.1333333333333,-81.35
"Eryngium_cuneifolium","45",27.1333333333333,-81.35
"Eryngium_cuneifolium","54",27.1333333333333,-81.35
"Eryngium_cuneifolium","57",27.1333333333333,-81.35
"Eryngium_cuneifolium","70",27.1333333333333,-81.35
"Eryngium_cuneifolium","72",27.1333333333333,-81.35
"Eryngium_cuneifolium","85",27.1333333333333,-81.35
"Eryngium_cuneifolium","91",27.1333333333333,-81.35
"Eryngium_maritimum","South Koster (population 4)",58.0666666666667,6.75
"Erythronium_japonicum","Yatsuo, Toyama",36.2011388888889,138.250277777778
"Erythronium_japonicum_2","Yatsuo, Toyama",36.2011388888889,138.250277777778
"Eupatorium_perfoliatum","Great Swamp",40.7166666666667,-74.4666666666667
"Eupatorium_perfoliatum","Colliers Mills",40.0666666666667,-74.45
"Eupatorium_perfoliatum","Menantico",39.3666666666667,-75
"Eupatorium_resinosum","Lebanon",39.8833333333333,-74.5
"Eupatorium_resinosum","Double Trouple",39.8833333333333,-74.2166666666667
"Eupatorium_resinosum","Wharton",39.6833333333333,-74.65
"Festuca_eskia","Non-Symbiotic",42.7833333333333,-1.30025
"Festuca_eskia","Symbiotic",42.7833333333333,-1.30025
"Festuca_gracillima","Estancia Moy Aike Chico",-51.4003777777778,-69.6172527777778
"Fragaria_vesca","Adlerberg",47.5006666666667,7.70033333333333
"Fragaria_vesca","Eichmatt",47.4846944444444,7.65027777777778
"Fragaria_vesca","Gempen",47.4678611111111,7.65091666666667
"Fragaria_vesca","Grammet",47.4835833333333,7.76672222222222
"Fragaria_vesca","Holzenberg",47.417,7.68344444444444
"Fragaria_vesca","Hochwald",47.45,7.61741666666667
"Fragaria_vesca","Paradies",47.5004722222222,7.68480555555556
"Fragaria_vesca","Riehen",47.5676388888889,7.66802777777778
"Fragaria_vesca","Schauenburg",47.4847222222222,7.68338888888889
"Fragaria_vesca","Schleifenberg",47.4841111111111,7.73361111111111
"Fragaria_vesca","Scharten",47.4677222222222,7.65025
"Fragaria_vesca","Ziefen",47.4335555555556,7.70061111111111
"Frasera_speciosa","Scholfield Park",38.95,-106.983333333333
"Fritillaria_camtschatcensis_2","Mizuyajiri",36.15,136.766666666667
"Fritillaria_camtschatcensis_2","Nanryu",36.15,136.766666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 1",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 2",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 3",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 4",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 5",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 6",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 7",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 8",41.1166666666667,-104.866666666667
"Gaura_neomexicana_subsp._coloradensis","Plot 9",41.1166666666667,-104.866666666667
"Gentiana_pneumonanthe","GEPN_DW3",52.8010555555555,6.38425
"Gentiana_pneumonanthe","GEPN_LOCH",52.1506666666667,6.33447222222222
"Gentianella_campestris","Grazing",59.3339247222222,16.8508697222222
"Gentianella_campestris","Jul mowing",59.3339247222222,16.8508697222222
"Gentianella_campestris","Jul grazing & mowing",59.3339247222222,16.8508697222222
"Gentianella_campestris","Oct mowing",59.3339247222222,16.8508697222222
"Geranium_sylvaticum","Oriketo; Ruissalo; Katariinanlaakso",60.4508333333333,22.2341666666667
"Geranium_sylvaticum","Oriketo",60.4508333333333,22.2341666666667
"Geranium_sylvaticum","Ruissalo",60.4508333333333,22.2341666666667
"Geranium_sylvaticum","Katar",60.4508333333333,22.2341666666667
"Geranium_sylvaticum_2","Hol municipality, Buskerud county (Southern Norway)",60.7,7.95
"Geum_reptans","Vadret da Porchabella",46.6005,9.86805555555556
"Geum_reptans","Furkapass",46.5506666666667,8.40119444444444
"Geum_rivale","C; D",58.9333333333333,17.1333333333333
"Geum_rivale","C",58.9333333333333,17.1333333333333
"Geum_rivale","D",58.9333333333333,17.1333333333333
"Haplopappus_radiatus","1in; 2in; 3in; 4in; 5in",44.4,-117.3
"Haplopappus_radiatus","1in",44.4,-117.3
"Haplopappus_radiatus","2in",44.4,-117.3
"Haplopappus_radiatus","3in",44.4,-117.3
"Haplopappus_radiatus","4in",44.4,-117.3
"Haplopappus_radiatus","5in",44.4,-117.3
"Haplopappus_radiatus","1out; 2out; 3out; 4out; 5out",44.4,-117.3
"Haplopappus_radiatus","1out",44.4,-117.3
"Haplopappus_radiatus","2out",44.4,-117.3
"Haplopappus_radiatus","3out",44.4,-117.3
"Haplopappus_radiatus","4out",44.4,-117.3
"Haplopappus_radiatus","5out",44.4,-117.3
"Hedyotis_nigricans","Hays",38.1333333333333,-99.05
"Helenium_virginicum","Kennedy Mountain Meadow",37.4181572222222,-78.6506894444445
"Helianthemum_polygonoides","Cordovilla",40.95,-5.4
"Helianthemum_teneriffae","Ladera de Güímar",28.2833333333333,-16.4333333333333
"Helianthus_divaricatus","N1",45.5666666666667,-75.95
"Helianthus_divaricatus","N2",45.5666666666667,-75.95
"Helianthus_divaricatus","S1",43.25,-81.8333333333333
"Helianthus_divaricatus","S2",43.25,-81.8333333333333
"Heliconia_acuminata","Continuous forest 1; Continuous forest 2; Continuous forest 3; Continuous forest 4; Continuous forest 5; Continuous forest 6",-2.5,-60
"Heliconia_acuminata","Continuous forest 1",-2.5,-60
"Heliconia_acuminata","Continuous forest 2",-2.5,-60
"Heliconia_acuminata","Continuous forest 3",-2.5,-60
"Heliconia_acuminata","Continuous forest 4",-2.5,-60
"Heliconia_acuminata","Continuous forest 5",-2.5,-60
"Heliconia_acuminata","Continuous forest 6",-2.5,-60
"Heliconia_acuminata","Pooled Continuous forest plots",-2.5,-60
"Heliconia_acuminata","Fragmented forest 1; Fragmented forest 2; Fragmented forest 3; Fragmented forest 4; Fragmented forest 5; Fragmented forest 6; Fragmented forest 7",-2.5,-60
"Heliconia_acuminata","Fragmented forest 1; Fragmented forest 2; Fragmented forest 3; Fragmented forest 4",-2.5,-60
"Heliconia_acuminata","Fragmented forest 1",-2.5,-60
"Heliconia_acuminata","Fragmented forest 2",-2.5,-60
"Heliconia_acuminata","Fragmented forest 3",-2.5,-60
"Heliconia_acuminata","Fragmented forest 4",-2.5,-60
"Heliconia_acuminata","Fragmented forest 5; Fragmented forest 6; Fragmented forest 7",-2.5,-60
"Heliconia_acuminata","Fragmented forest 5",-2.5,-60
"Heliconia_acuminata","Fragmented forest 6",-2.5,-60
"Heliconia_acuminata","Fragmented forest 7",-2.5,-60
"Heliconia_acuminata","Pooled 1 ha fragments; Pooled 10 ha fragments",-2.5,-60
"Heliconia_acuminata","Pooled 1 ha fragments",-2.5,-60
"Heliconia_acuminata","Pooled 10 ha fragments",-2.5,-60
"Heliconia_metallica","Flooded, gap populations",-12.3505555555556,-70.7012222222222
"Heliconia_metallica","Nonflooded, gap populations",-12.3505555555556,-70.7012222222222
"Heliconia_metallica","Flooded, closed populations",-12.3505555555556,-70.7012222222222
"Heliconia_metallica","Nonflooded, closed populations",-12.3505555555556,-70.7012222222222
"Herminium_monorchis","Totternhoe Knolls, Bedforshire",51.8833333333333,0.583333333333333
"Heteropogon_contortus","Thlavekisa",-24.6333333333333,31.4
"Hieracium_floribundum","Arkell Springs Site",43.5345833333333,-80.2333333333333
"Hilaria_mutica","Front zone; Central zone",26,-103
"Hilaria_mutica","Front zone",26,-103
"Hilaria_mutica","Central zone",26,-103
"Himantoglossum_hircinum","Leutratal Nature Reserve",50.9346111111111,11.5843055555556
"Horkelia_congesta","Long Tom ACEC",44.1341666666667,-123.284583333333
"Hudsonia_montana","Linville George Wilderness Area",35.8502222222222,-81.8506666666667
"Hydrastis_canadensis","Delaware",40.2833333333333,-83.0666666666667
"Hydrastis_canadensis_2","Meigs",39.0833333333333,-81.9833333333333
"Hydrastis_canadensis_2","Morrow",39.35,-84.1166666666667
"Hydrastis_canadensis_3","Pop. 1A",42.0333333333333,-82.8166666666667
"Hydrastis_canadensis_3","Pop. 1B",42.0333333333333,-82.4833333333333
"Hydrastis_canadensis_3","Pop. 2",42.0333333333333,-82.4833333333333
"Hydrastis_canadensis_3","Pop. 3",42.0333333333333,-82.4833333333333
"Hydrastis_canadensis_3","Pop. 5",42.1,-83.1
"Hydrastis_canadensis_3","Pop. 6",42.6,-82.3833333333333
"Hydrastis_canadensis_3","Pop. 7",42.6,-82.3833333333333
"Hydrastis_canadensis_3","Pop. 11",42.6,-82.3833333333333
"Hydrastis_canadensis_3","Pop. 12",42.6833333333333,-82.3833333333333
"Hydrastis_canadensis_3","Pop. 14",43.0333333333333,-82.05
"Hydrastis_canadensis_3","Pop. 15",42.95,-81.8833333333333
"Hydrastis_canadensis_3","Pop. 17",42.6333333333333,-81.8666666666667
"Hydrastis_canadensis_3","Pop. 18",43.0666666666667,-81.8333333333333
"Hydrastis_canadensis_3","Pop. 20",43.75,-81.7166666666667
"Hymenoxys_herbacea","CPL; HL",45.2,-81.4666666666667
"Hymenoxys_herbacea","CPL",45.2,-81.4666666666667
"Hymenoxys_herbacea","HL",45.2,-81.4666666666667
"Hyparrhenia_diplandra","Unburned; Burned",6.21666666666667,-5.03333333333333
"Hyparrhenia_diplandra","Unburned",6.21666666666667,-5.03333333333333
"Hyparrhenia_diplandra","Burned",6.21666666666667,-5.03333333333333
"Hypericum_cumulicola","Site1",27.1666666666667,-81.35
"Hypericum_cumulicola","Site1; > 21 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site29",27.1666666666667,-81.35
"Hypericum_cumulicola","Site29; 9-10 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site29; 10-11 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site29; 11-12 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site29; 12-13 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site29; 13-14 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site32;  > 21 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site32; 1-2 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site32; 2-3 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site42",27.1666666666667,-81.35
"Hypericum_cumulicola","Site42; 2-3 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site42;  3-4 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site42;  4-5 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site42; 5-6 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site42; 6-7 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site45",27.1666666666667,-81.35
"Hypericum_cumulicola","Site45; 8-9 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site45;  9-10 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site45;  10-11 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site45; 11-12 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site45; 12-13 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site50",27.1666666666667,-81.35
"Hypericum_cumulicola","Site50; 2-3 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site50; 3-4 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site50;  4-5 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site50; 5-6 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site50; 6-7 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site57",27.1666666666667,-81.35
"Hypericum_cumulicola","Site57; 2-3 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site57; 3-4 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site57;  4-5 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site57; 5-6 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site57; 6-7 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site59",27.1666666666667,-81.35
"Hypericum_cumulicola","Site59;  > 21 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site62",27.1666666666667,-81.35
"Hypericum_cumulicola","Site62;  > 21 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site67",27.1666666666667,-81.35
"Hypericum_cumulicola","Site67;  8 - 9 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site67;  9 - 10 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site67;  10 - 11 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site67;  11 - 12 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site67; 12 - 13 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site87",27.1666666666667,-81.35
"Hypericum_cumulicola","Site87;  9 - 10 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site87;  10 -  11 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site87;  11 - 12 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site87;  12 - 13 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site87;  13 - 14 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site88",27.1666666666667,-81.35
"Hypericum_cumulicola","Site88;  8 - 9 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site88;  9 - 10 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site88;  10 - 11 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site88;  11 - 12 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site88;  12 - 13 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site91",27.1666666666667,-81.35
"Hypericum_cumulicola","Site91;  8 - 9 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site91;  9 - 10 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site91;  10 - 11 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site91;  11 - 12 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site91;  12 - 13 years after fire",27.1666666666667,-81.35
"Hypericum_cumulicola","Site93",27.1666666666667,-81.35
"Hypericum_cumulicola","Site93;  > 21 years after fire",27.1666666666667,-81.35
